Family,genus species
Acanthaceae,Acanthus sp.
Acanthaceae,Aphelandra albert-smithii
Acanthaceae,Aphelandra barkleyi
Acanthaceae,Aphelandra deppeana
Acanthaceae,Aphelandra dielsii
Acanthaceae,Aphelandra fasciculata
Acanthaceae,Aphelandra fernandezii
Acanthaceae,Aphelandra glabrata
Acanthaceae,Aphelandra golfodulcensis
Acanthaceae,Aphelandra gracilis
Acanthaceae,Aphelandra grandis
Acanthaceae,Aphelandra hartwegiana
Acanthaceae,Aphelandra hylaea
Acanthaceae,Aphelandra impress
Acanthaceae,Aphelandra lasia
Acanthaceae,Aphelandra leonardii
Acanthaceae,Aphelandra lingua-bovis
Acanthaceae,Aphelandra macrophylla
Acanthaceae,Aphelandra macrophylla
Acanthaceae,Aphelandra panamensis
Acanthaceae,Aphelandra pharangophila
Acanthaceae,Aphelandra pulcherrima
Acanthaceae,Aphelandra scabra
Acanthaceae,Aphelandra scolnikae
Acanthaceae,Aphelandra sinclairiana
Acanthaceae,Aphelandra sp.
Acanthaceae,Aphelandra storkii
Acanthaceae,Aphelandra terryae
Acanthaceae,Aphelandra tetragona
Acanthaceae,Aphelandra unnamed species
Acanthaceae,Avicennia sp.
Acanthaceae,Barleria diacantha
Acanthaceae,Barleria eranthemoides
Acanthaceae,Barleria trispinosa
Acanthaceae,Brachystephanus sp.
Acanthaceae,Ruellia brachysiphon
Acanthaceae,Ruellia bulbifera
Acanthaceae,Ruellia coerulea
Acanthaceae,Ruellia erythropus
Acanthaceae,Ruellia hypercoides
Acanthaceae,Ruellia macrosolen
Acanthaceae,Ruellia multifolia
Acanthaceae,Ruellia radicans
Acanthaceae,Thunbergia erecta
Acanthaceae,Thunbergia grandiflora
Acanthaceae,Thunbergia laurifolia
Adoxaceae,Sambucus canadensis
Adoxaceae,Sambucus coerula
Adoxaceae,Sambucus ebulus
Adoxaceae,Sambucus javanica
Adoxaceae,Sambucus latipinna
Adoxaceae,Sambucus microbotrys
Adoxaceae,Sambucus nigra (niger)
Adoxaceae,Sambucus pubens
Adoxaceae,Sambucus racemosa
Adoxaceae,Sambucus siebolidana
Adoxaceae,Sambucus williamsii
Adoxaceae,Sambucus nigra
Adoxaceae,Viburnum beccarii
Adoxaceae,Viburnum boninensis
Adoxaceae,Viburnum clemensae
Adoxaceae,Viburnum cornutidens
Adoxaceae,Viburnum costaricanum
Adoxaceae,Viburnum dentatum
Adoxaceae,Viburnum dilatatum
Adoxaceae,Viburnum edule
Adoxaceae,Viburnum erosum
Adoxaceae,Viburnum glaberrium
Adoxaceae,Viburnum koreanum
Adoxaceae,Viburnum opulus
Adoxaceae,Viburnum platyphyllum
Adoxaceae,Viburnum propinquum
Adoxaceae,Viburnum rafinesquianum
Adoxaceae,Viburnum sargentii
Adoxaceae,Viburnum setigerum
Adoxaceae,Viburnum spp.
Adoxaceae,Viburnum stellatomentosum
Adoxaceae,Viburnum trilobum
Adoxaceae,Viburnum venustrum
Adoxaceae,Viburnum vernicosum
Adoxaceae,Viburnum wrightii
Alismataceae,Alisma sp.
Amaranthaceae,Iresine celosia
Anacardiaceae,Anacardium occidentale
Anacardiaceae,Holigarna arnottiana
Anacardiaceae,Holigarna ferruginea
Anacardiaceae,Holigarna grahamii
Anacardiaceae,Holigarna helferi
Ancistrocladaceae,Ancistrocladus sp.
Annonaceae,Annona sp.
Apocynaceae,Allamandra cathartica
Apocynaceae,Allamandra neriifolia
Apocynaceae,Aspidospema quebracho-blanco
Apocynaceae,Calotropis gigantea
Apocynaceae,Ceropegia johnsonii
Apocynaceae,Ceropegia sankuruensis
Apocynaceae,Dregea volubilis
Apocynaceae,Gonolobus barabatus
Apocynaceae,Gymnema lactiferum
Apocynaceae,Gymnema pachyglossum
Apocynaceae,Hoya carnosa
Apocynaceae,Hoya longifolia
Apocynaceae,Hoya sp.
Apocynaceae,Ichnocarpus fruticosus
Apocynaceae,Marsdenia glabra
Apocynaceae,Oxypetalum sp.
Apocynaceae,Pachypodium saundersii
Apocynaceae,"Philibertia aff, cynachoidi"
Apocynaceae,Plumeria alba
Apocynaceae,Plumeria rubra
Apocynaceae,Prestonia mexicana
Apocynaceae,Sarcostemma gardneri
Apocynaceae,Stephanotis floribunda
Apocynaceae,Tabernaemontana divaricata
Apocynaceae,Thevetia sp.
Apocynaceae,Wrightia laevis ssp.Millgar
Aquifoliaceae,Ilex paraguariensis
Araceae,Alocasia grata
Araceae,Alocasia putzeysii
Araceae,Philodendron acutatum
Araceae,Philodendron cuspidatum
Araceae,Philodendron deflexum
Araceae,Philodendron fragrantissimum
Araceae,Philodendron lindenii
Araceae,Philodendron sp. 2
Araceae,Philodendron sp. nov.
Araceae,Philodendron unidentified species
Aristolochiaceae,Aristolochia sp.
Asparagaceae,Asparagus acutifolius
Asparagaceae,Asparagus prob.schoberloides
Asparagaceae,Dracaena reflexa
Asparagaceae,Dracaena sp.
Asparagaceae,Sansevieria 3 unidentified species
Asparagaceae,Sansevieria abyssinica
Asparagaceae,Sansevieria aethiopica
Asparagaceae,Sansevieria aubrytiana
Asparagaceae,Sansevieria canaliculata
Asparagaceae,Sansevieria cf. gracilis
Asparagaceae,Sansevieria cf. stuckyi
Asparagaceae,Sansevieria conspicua
Asparagaceae,Sansevieria cynlindrica
Asparagaceae,Sansevieria desertii
Asparagaceae,Sansevieria dooneri
Asparagaceae,Sansevieria ehrenbergii
Asparagaceae,Sansevieria humbertiana
Asparagaceae,Sansevieria phillipsiae
Asparagaceae,Sansevieria pinguicula
Asparagaceae,Sansevieria scabrifolia
Asparagaceae,Sansevieria singularis
Asparagaceae,Sansevieria sulcata
Asparagaceae,Sansevieria thyrsiflora
Asparagaceae,Sansevieria zeylandica
Asparagaceae,Yucca filamentosa
Asparagaceae,Yucca glauca
Asteraceae,Bidens pillosa
Asteraceae,Calycadenia sp.
Asteraceae,Centaurea alpina
Asteraceae,Centaurea angustifolia var. fuscormarginata
Asteraceae,Centaurea badensis
Asteraceae,Centaurea cyanus
Asteraceae,Centaurea jacea
Asteraceae,Centaurea karstiana
Asteraceae,Centaurea montana
Asteraceae,Centaurea orientalis
Asteraceae,Centaurea ruthenica
Asteraceae,Centaurea sadleriana
Asteraceae,Centaurea scabiosa
Asteraceae,Centaurea cyanus
Asteraceae,Clibadium schulzzi
Asteraceae,Eupatorium sp.
Asteraceae,Happlopappus venosus
Asteraceae,Helianthella californicus var. nevadensis
Asteraceae,Helianthella quinquenervis
Asteraceae,Helianthus annuus
Asteraceae,Helianthus giganteus
Asteraceae,Helianthus grosseserratus
Asteraceae,Helianthus maximiliani
Asteraceae,Helianthus nuttallii
Asteraceae,Helianthus petiolaris
Asteraceae,Helianthus salciifolius
Asteraceae,Helianthus sp.
Asteraceae,Helianthus strumosus
Asteraceae,Helianthus tuberosus
Asteraceae,Helichrysum bracteatum
Asteraceae,Helichrysum viscosum
Asteraceae,Jurinea mollis
Asteraceae,Melampodium divarticulatum
Asteraceae,Melanthera aspera
Asteraceae,Podospermum jacquinanum
Asteraceae,Sachsia polycephala
Asteraceae,Serratula cretican
Asteraceae,Serratula lycopifolia
Asteraceae,Serratula radiata
Balanophoraceae,Balanophora kuroiwai
Balanophoraceae,Balanophora tobiracola
Balsaminaceae,Balsamina coccinea
Balsaminaceae,Balsamina hortensis
Balsaminaceae,Balsamina lechenaultii
Balsaminaceae,Hydrocera triflora
Balsaminaceae,Impatiens balfourii
Balsaminaceae,Impatiens balsamifera
Balsaminaceae,Impatiens balsamina
Balsaminaceae,Impatiens bicolor
Balsaminaceae,Impatiens chinensis
Balsaminaceae,Impatiens cristata
Balsaminaceae,Impatiens fruticosa
Balsaminaceae,Impatiens glandulifera
Balsaminaceae,Impatiens holstii
Balsaminaceae,Impatiens hongkongensis
Balsaminaceae,Impatiens maackii
Balsaminaceae,Impatiens noli-tangere
Balsaminaceae,Impatiens pallida
Balsaminaceae,Impatiens parviflora
Balsaminaceae,Impatiens platypetala
Balsaminaceae,Impatiens scabrida
Balsaminaceae,Impatiens sp.
Balsaminaceae,Impatiens sultanii
Balsaminaceae,Impatiens tricornis
Bignoniaceae,Adenocalymma adenophorum
Bignoniaceae,Adenocalymma apurense
Bignoniaceae,Adenocalymma axillarum
Bignoniaceae,Adenocalymma bracteatum
Bignoniaceae,Adenocalymma bracteolatum
Bignoniaceae,Adenocalymma bracteosum
Bignoniaceae,Adenocalymma campicola
Bignoniaceae,Adenocalymma comosum
Bignoniaceae,Adenocalymma cymbalum
Bignoniaceae,Adenocalymma flaviflorum
Bignoniaceae,Adenocalymma impressum
Bignoniaceae,Adenocalymma inundatum
Bignoniaceae,Adenocalymma magnificum
Bignoniaceae,Adenocalymma marginatum
Bignoniaceae,Adenocalymma moringfolia
Bignoniaceae,Adenocalymma nodosum
Bignoniaceae,Adenocalymma paulistarum
Bignoniaceae,Adenocalymma salmoneum
Bignoniaceae,Adenocalymma subincanum
Bignoniaceae,Adenocalymma trichocladum
Bignoniaceae,Amphilophium askersonii
Bignoniaceae,Amphilophium bauhinoides
Bignoniaceae,Amphilophium buccinatorium
Bignoniaceae,Amphilophium crucigerum
Bignoniaceae,Amphilophium cynanchoides
Bignoniaceae,Amphilophium elongatum
Bignoniaceae,Amphilophium frutescens
Bignoniaceae,Amphilophium granulosum
Bignoniaceae,Amphilophium laevis
Bignoniaceae,Amphilophium magnoliifolium
Bignoniaceae,Amphilophium mansoana
Bignoniaceae,Amphilophium nunezii
Bignoniaceae,Amphilophium paniculatum
Bignoniaceae,Amphilophium pannosum
Bignoniaceae,Amphilophium parkeri
Bignoniaceae,Amphilophium rodriguesii
Bignoniaceae,Amphitecna latifolia
Bignoniaceae,Anemopaegma album
Bignoniaceae,Anemopaegma arvense
Bignoniaceae,Anemopaegma chamberlaynii
Bignoniaceae,Anemopaegma flavum
Bignoniaceae,Anemopaegma floridum
Bignoniaceae,Anemopaegma foetidum
Bignoniaceae,Anemopaegma laeve
Bignoniaceae,Anemopaegma orbiculatum
Bignoniaceae,Anemopaegma puberulum
Bignoniaceae,Anemopaegma robustum
Bignoniaceae,Anemopaegma scabriusculum
Bignoniaceae,Arrabidaea spp.
Bignoniaceae,Astianthus sp.
Bignoniaceae,Bignonia aequinoctialis
Bignoniaceae,Bignonia binata
Bignoniaceae,Bignonia bracteomana
Bignoniaceae,Bignonia callistegioides
Bignoniaceae,Bignonia capreolata
Bignoniaceae,Bignonia carolinae
Bignoniaceae,Bignonia corymbosa
Bignoniaceae,Bignonia diversiflora
Bignoniaceae,Bignonia heterophylla
Bignoniaceae,Bignonia hyacnthina
Bignoniaceae,Bignonia microcalyx
Bignoniaceae,Bignonia nocturna
Bignoniaceae,Bignonia prieurei
Bignoniaceae,Bignonia sciuripabula
Bignoniaceae,Bignonia uleana
Bignoniaceae,Callichlamys latifolia
Bignoniaceae,Callichlamys sp.
Bignoniaceae,Campsis grandiflora
Bignoniaceae,Campsis radicans
Bignoniaceae,Catalpa adenocalymna
Bignoniaceae,Catalpa bignoniodes
Bignoniaceae,Catalpa brevipes
Bignoniaceae,Catalpa bungei
Bignoniaceae,Catalpa fargesii
Bignoniaceae,Catalpa longissima
Bignoniaceae,Catalpa macrocarpa
Bignoniaceae,Catalpa ovata
Bignoniaceae,Catalpa purpurea
Bignoniaceae,Catalpa speciosa
Bignoniaceae,Chilopsis linearis
Bignoniaceae,Chilopsis linearis
Bignoniaceae,Couralia sp.
Bignoniaceae,Crescentia alata
Bignoniaceae,Crescentia amazonica
Bignoniaceae,Crescentia cucurbitacea
Bignoniaceae,Crescentia cujete
Bignoniaceae,Crescentia linearifolia
Bignoniaceae,Cuspidaria cinerea
Bignoniaceae,Cuspidaria convoluta
Bignoniaceae,Cuspidaria floribunda
Bignoniaceae,Cuspidaria inaequalis
Bignoniaceae,Cuspidaria lateriflora
Bignoniaceae,Cuspidaria sceptrum
Bignoniaceae,Cuspidaria spp.
Bignoniaceae,Cuspidaria subincana
Bignoniaceae,Cybistax antisyphillitica
Bignoniaceae,Cydista sp.
Bignoniaceae,Delostoma integrifolium
Bignoniaceae,Deplanchea sp.
Bignoniaceae,Dolichandra chodatii
Bignoniaceae,Dolichandra cynanchoides
Bignoniaceae,Dolichandra dentata
Bignoniaceae,Dolichandra quadrivalvis
Bignoniaceae,Dolichandra steyermarkii
Bignoniaceae,Dolichandra uncata
Bignoniaceae,Dolichandra unguis-cati
Bignoniaceae,Dolichandrone serrulata
Bignoniaceae,Dolichandrone sp.
Bignoniaceae,Fernandoa adenophylla
Bignoniaceae,Fridericia candicans
Bignoniaceae,Fridericia caudigera
Bignoniaceae,Fridericia chica
Bignoniaceae,Fridericia cinerea
Bignoniaceae,Fridericia cinnamomea
Bignoniaceae,Fridericia conjugata
Bignoniaceae,Fridericia dichomata
Bignoniaceae,Fridericia dispar
Bignoniaceae,Fridericia erubescens
Bignoniaceae,Fridericia florida
Bignoniaceae,Fridericia leucopogon
Bignoniaceae,Fridericia mutabilis
Bignoniaceae,Fridericia nigrescens
Bignoniaceae,Fridericia oligantha
Bignoniaceae,Fridericia patellifera
Bignoniaceae,Fridericia platyphylla
Bignoniaceae,Fridericia prancei
Bignoniaceae,Fridericia pubescens
Bignoniaceae,Fridericia rego
Bignoniaceae,Fridericia samydoides
Bignoniaceae,Fridericia schumanniana
Bignoniaceae,Fridericia speciosa
Bignoniaceae,Fridericia spicata
Bignoniaceae,Fridericia subincana
Bignoniaceae,Fridericia trailli
Bignoniaceae,Fridericia triplnervia
Bignoniaceae,Fridericia truncata
Bignoniaceae,Handroanthus albus
Bignoniaceae,Handroanthus chrysotrichus
Bignoniaceae,Handroanthus heptaphyllus
Bignoniaceae,Handroanthus impetiginosus
Bignoniaceae,Handroanthus lapacho
Bignoniaceae,Handroanthus ochraceus
Bignoniaceae,Handroanthus pulcherrimus
Bignoniaceae,Handroanthus serratifolius
Bignoniaceae,Haplophrama adenophyllum
Bignoniaceae,Incarvillea lutea
Bignoniaceae,Jacaranda caucana
Bignoniaceae,Jacaranda copaia
Bignoniaceae,Jacaranda cuspidifolia
Bignoniaceae,Jacaranda macrantha
Bignoniaceae,Jacaranda mimosifolia
Bignoniaceae,Jacaranda puberula
Bignoniaceae,Kigelia africana
Bignoniaceae,Lundia cordata
Bignoniaceae,Lundia corymbifera
Bignoniaceae,Lundia densiflora
Bignoniaceae,Lundia spp.
Bignoniaceae,Lundia spruceana
Bignoniaceae,Lundia triphylla
Bignoniaceae,Lundia virginalis
Bignoniaceae,Macfadyena spp.
Bignoniaceae,Manaosella cordifolia
Bignoniaceae,Mansoa all species have petiolar glands
Bignoniaceae,Mansoa difficilis
Bignoniaceae,Mansoa hirsuta
Bignoniaceae,Mansoa hymenaea
Bignoniaceae,Mansoa lanceolata
Bignoniaceae,Mansoa macrocarpum
Bignoniaceae,Mansoa standleyi
Bignoniaceae,Mansoa verrucifera
Bignoniaceae,Markhamia stipulata
Bignoniaceae,Martinella obovata
Bignoniaceae,Martinella sp.
Bignoniaceae,Mayodendron igneum
Bignoniaceae,Memora spp.
Bignoniaceae,Neojobertia candolleana
Bignoniaceae,Neojobertia species 2
Bignoniaceae,Neomacfadya spp.
Bignoniaceae,Newbouldia laevis
Bignoniaceae,Nyctocalos cuspidatum
Bignoniaceae,Nyctocalos macrosiphon
Bignoniaceae,Pachyptera all species have petiolar glands
Bignoniaceae,Pachyptera aromatica
Bignoniaceae,Pachyptera kerere
Bignoniaceae,Pandorea jasminoides
Bignoniaceae,Pandorea pandorana
Bignoniaceae,"Parmentiera ""all species"""
Bignoniaceae,Parmentiera cerifera
Bignoniaceae,Plenotoma variabilis
Bignoniaceae,Pleonotoma spp.
Bignoniaceae,Pleonotoma tetraquetra
Bignoniaceae,Podranea ricasoliana
Bignoniaceae,Potamoganos spp.
Bignoniaceae,Pyrostegia venusta
Bignoniaceae,Radermachera glandulosa
Bignoniaceae,Radermachera pinnata
Bignoniaceae,Radermachera sp.
Bignoniaceae,Roentgenia spp.
Bignoniaceae,Scobinaria spp.
Bignoniaceae,Spathodea campanulata
Bignoniaceae,Stenolobium stans
Bignoniaceae,Tabebuia aurea
Bignoniaceae,Tabebuia heterophylla
Bignoniaceae,Tabebuia nodosa
Bignoniaceae,Tabebuia ochracea
Bignoniaceae,Tabebuia rosea
Bignoniaceae,Tabebuia roseoalba
Bignoniaceae,Tanaecium affinis
Bignoniaceae,Tanaecium bilabiatum
Bignoniaceae,Tanaecium caudiculatum
Bignoniaceae,Tanaecium crucigerum
Bignoniaceae,Tanaecium pyramidatum
Bignoniaceae,Tanaecium revillae
Bignoniaceae,Tanaecium selloi
Bignoniaceae,Tanaecium spp.
Bignoniaceae,Tanaecium tetragonolobum
Bignoniaceae,Tanaecium truncata
Bignoniaceae,Tecoma capensis
Bignoniaceae,Tecoma fulva
Bignoniaceae,Tecoma stans
Bignoniaceae,Tecoma tenuiflora
Bignoniaceae,Tweediana grandiflora
Bignoniaceae,Tweediana kaempferi
Bignoniaceae,Tweediana unguis
Bignoniaceae,Tynanthus elegans
Bignoniaceae,Tynanthus guatemalensis
Bignoniaceae,Tynanthus micranthus
Bignoniaceae,Tynanthus panurensis
Bignoniaceae,Tynanthus polyanthus
Bignoniaceae,Tynanthus villosus
Bignoniaceae,Xylophragma harleyi
Bignoniaceae,Xylophragma myrianthum
Bignoniaceae,Zeyheria montana
Bignoniaceae,Zeyheria tuberculosa
Bixaceae,Bixa orellana
Bixaceae,Cochlospermum vitifolium
Boraginaceae,Cordia dentata
Boraginaceae,Cordia spinescens
Brassicaceae,Brassica juncea
Bromeliaceae,Aechmea dichlamydea
Bromeliaceae,Aechmea ramosa
Bromeliaceae,Aechmea victoriana
Bromeliaceae,Deuterocohnia longipetala
Bromeliaceae,Dyckia ferox
Bromeliaceae,Dyckia floribunda
Bromeliaceae,Dyckia fosteriana
Bromeliaceae,Dyckia gilliesii
Bromeliaceae,Dyckia ragonesei
Bromeliaceae,Dyckia velascana
Bromeliaceae,Hohenbergia stellata
Bromeliaceae,Tillandsia balbisiana
Bromeliaceae,Tillandsia recurvata
Bromeliaceae,Tillandsia sp.
Bruneliaceae,Brunellia sp.
Burseraceae,no genus given no species given
Burseraceae,Protium neglectum
Burseraceae,Protium sp.
Cactaceae,Ancistrocactus brevihamatus
Cactaceae,Ancistrocactus scheeri
Cactaceae,Carnegia gigantea
Cactaceae,Cereus pernambucensis
Cactaceae,Coryphantha clava
Cactaceae,Coryphantha clavata
Cactaceae,Coryphantha echinoidea
Cactaceae,Coryphantha echinus
Cactaceae,Coryphantha erecta
Cactaceae,Coryphantha macromeris
Cactaceae,Coryphantha nickelsiae
Cactaceae,Coryphantha octacantha
Cactaceae,Coryphantha ottonis
Cactaceae,Coryphantha poselgeriana
Cactaceae,Coryphantha ramillosa
Cactaceae,Coryphantha recurvata
Cactaceae,Coryphantha robustispina
Cactaceae,Coryphantha sulcata
Cactaceae,Echinocactus polycephalus
Cactaceae,Echinomastus erectocentrus
Cactaceae,Echinomastus johnsonii
Cactaceae,Epiphyllum sp.
Cactaceae,Ferocactus acanthodes
Cactaceae,Ferocactus acanthodes
Cactaceae,Ferocactus alamosanus
Cactaceae,Ferocactus alamosus
Cactaceae,Ferocactus cylindraceus
Cactaceae,Ferocactus emoryi
Cactaceae,Ferocactus gracilis
Cactaceae,Ferocactus hamatacanthus
Cactaceae,Ferocactus herrerae
Cactaceae,Ferocactus peninsulae
Cactaceae,Ferocactus pilosus
Cactaceae,Ferocactus pottsii
Cactaceae,Ferocactus recurvus
Cactaceae,Ferocactus viridescens
Cactaceae,Ferocactus wislizeni
Cactaceae,Glandulicactus uncinatus
Cactaceae,Glandulicactus wrightii
Cactaceae,Hamatocactus bicolor
Cactaceae,Hamatocactus hamatocanthusvar. davisii
Cactaceae,Hamatocactus spp.
Cactaceae,Hylocereus trigonis
Cactaceae,Hylocereus venezuelensis
Cactaceae,Mammillaria sp.
Cactaceae,Neobuxbaumia euphorbioides
Cactaceae,Neobuxbaumia sp.
Cactaceae,Neolloydia sp.
Cactaceae,Neomammillaria sp.
Cactaceae,Neoraimondia arequipensisvar. gigantea
Cactaceae,Opuntia acanthocarpa
Cactaceae,Opuntia amyclea
Cactaceae,Opuntia arborescens
Cactaceae,Opuntia arbuscula
Cactaceae,Opuntia aurantiaca
Cactaceae,Opuntia basilaris
Cactaceae,Opuntia bigelovii
Cactaceae,Opuntia californica
Cactaceae,Opuntia caracasana
Cactaceae,Opuntia coccinellifera
Cactaceae,Opuntia compressa
Cactaceae,Opuntia decumana
Cactaceae,Opuntia echinocarpa
Cactaceae,Opuntia eliator
Cactaceae,Opuntia englemannii
Cactaceae,Opuntia fulgida
Cactaceae,Opuntia glaucophylala
Cactaceae,Opuntia humifusa
Cactaceae,Opuntia imbricata
Cactaceae,Opuntia kleinizc
Cactaceae,Opuntia leptocaulis
Cactaceae,Opuntia monocanthaha
Cactaceae,Opuntia phaeacanthaha
Cactaceae,Opuntia prolifera
Cactaceae,Opuntia pseudotuna
Cactaceae,Opuntia pseudoundonis
Cactaceae,Opuntia robusta
Cactaceae,Opuntia scheerii
Cactaceae,Opuntia spinosior
Cactaceae,Opuntia stricta var.dillenii
Cactaceae,Opuntia triacantha
Cactaceae,Opuntia versicolor
Cactaceae,Opuntia violaceae
Cactaceae,Pachycereus schottii
Cactaceae,Phyllocactus sp.
Cactaceae,Rhipsalis cassytha
Cactaceae,Rhipsalis teres
Cactaceae,Rhipsalis teres
Cactaceae,Thelocactus bicolor
Campanulaceae,Centropogon granulosus
Campanulaceae,Centropogon hirtus
Campanulaceae,Centropogon sp.
Campanulaceae,Lobelia laxiflora
Campanulaceae,Siphocampylus smilax
Capparaceae,Capparis baducca
Capparaceae,Capparis cynophallophora
Capparaceae,Capparis hastata
Capparaceae,Capparis retusa
Capparaceae,Capparis sp.
Capparaceae,Crataeva tapia
Caryocaraceae,Caryocar brasiliense
Caryocaraceae,Caryocar sp.
Caryocaraceae, 
Caryophyllaceae,Drynaria spp.
Caryophyllaceae,Silene spp.
Cephalotaceae,Cephalotus follicularis
Cercropiaceae,Cecropia concolor
Cercropiaceae,Cecropia pachystachya
Cercropiaceae,Cecropia peltata
Chrysobalanaceae,Acioa bellayana
Chrysobalanaceae,Acioa berterii
Chrysobalanaceae,Chrysobalanus ellipticus
Chrysobalanaceae,Chrysobalanus icaco
Chrysobalanaceae,Couepia chrysocalyx
Chrysobalanaceae,Couepia coarctata
Chrysobalanaceae,Couepia guianensis
Chrysobalanaceae,Couepia marleneae
Chrysobalanaceae,Couepia montclarensis
Chrysobalanaceae,Couepia nutans
Chrysobalanaceae,Couepia platycalyx
Chrysobalanaceae,Hirtella americana
Chrysobalanaceae,Hirtella bullata
Chrysobalanaceae,Hirtella glandulosa
Chrysobalanaceae,Hirtella gracilipes
Chrysobalanaceae,Hirtella guianiae
Chrysobalanaceae,Hirtella hoehnei
Chrysobalanaceae,Hirtella macrophylla
Chrysobalanaceae,Hirtella magnifolia
Chrysobalanaceae,Hirtella myrecophila
Chrysobalanaceae,Hirtella paniculata
Chrysobalanaceae,Hirtella physophora
Chrysobalanaceae,Hirtella racemosa
Chrysobalanaceae,Hirtella radamii
Chrysobalanaceae,Hirtella sprucei
Chrysobalanaceae,Hirtella triandra
Chrysobalanaceae,Hirtella physophora
Chrysobalanaceae,Licania affinis
Chrysobalanaceae,Licania arborea
Chrysobalanaceae,Licania belloi
Chrysobalanaceae,Licania corniculata
Chrysobalanaceae,Licania heteromorpha
Chrysobalanaceae,Licania humilis
Chrysobalanaceae,Licania jimenezii
Chrysobalanaceae,Licania joseramosii
Chrysobalanaceae,Licania kallunkii
Chrysobalanaceae,Licania micrantha
Chrysobalanaceae,Licania morii
Chrysobalanaceae,Licania octandra
Chrysobalanaceae,Licania operculipetala
Chrysobalanaceae,Licania pittieri
Chrysobalanaceae,Licania platypus
Chrysobalanaceae,Licania riverae
Chrysobalanaceae,Licania sparsipilis
Chrysobalanaceae,Licania splendens
Chrysobalanaceae,Licania spp.
Chrysobalanaceae,Licania stevensii
Chrysobalanaceae,Licania tocantina
Chrysobalanaceae,Maranthes corymbosa
Chrysobalanaceae,Maranthes excelsa
Chrysobalanaceae,Maranthes panamensis
Chrysobalanaceae,Maranthes parvifolia
Chrysobalanaceae,Parastemon urophyllus
Chrysobalanaceae,Parinari alvirnii
Chrysobalanaceae,Parinari anammensis
Chrysobalanaceae,Parinari aurbrevilliae
Chrysobalanaceae,Parinari brachystachyum
Chrysobalanaceae,Parinari chrysophylla
Chrysobalanaceae,Parinari congensis
Chrysobalanaceae,Parinari corymbosum
Chrysobalanaceae,Parinari costata
Chrysobalanaceae,Parinari elmeri
Chrysobalanaceae,Parinari excelsa
Chrysobalanaceae,Parinari gabunense
Chrysobalanaceae,Parinari glabra
Chrysobalanaceae,Parinari holstii
Chrysobalanaceae,Parinari montana
Chrysobalanaceae,Parinari oblongifolia
Chrysobalanaceae,Parinari robusta
Chrysobalanaceae,Parinari sumatrana
Cleomaceae,Cleome sp.
Clusiaceae,Clusia ellipticus
Clusiaceae, 
Combretaceae,Buchenavia grandis
Combretaceae,Combretum argeneum
Combretaceae,Conocarpus erectus
Combretaceae,Conocarpus procumbens
Combretaceae,Laguncularia racemosa
Combretaceae,Lumnitzera littorea
Combretaceae,Meiostemon tetrandrum
Combretaceae,Pteleopsis anisoptera
Combretaceae,Pteleopsis myrtifolia
Combretaceae,Quisqualis indica
Combretaceae,Quisqualis littorea
Combretaceae,Quisqualis parviflora
Combretaceae,Quisqualis parviflora
Combretaceae,Terminalia adenopoda
Combretaceae,Terminalia amazonica
Combretaceae,Terminalia archiboldiana
Combretaceae,Terminalia argentea
Combretaceae,Terminalia arjuna
Combretaceae,Terminalia beccarii
Combretaceae,Terminalia brachystemma
Combretaceae,Terminalia brasiliensis
Combretaceae,Terminalia brassii
Combretaceae,Terminalia bucidoides
Combretaceae,Terminalia calamansanai
Combretaceae,Terminalia catappa
Combretaceae,Terminalia chebula
Combretaceae,Terminalia citrina
Combretaceae,Terminalia complanata
Combretaceae,Terminalia crassifolia
Combretaceae,Terminalia fagifolia
Combretaceae,Terminalia foetidissima
Combretaceae,Terminalia gazensis
Combretaceae,Terminalia kaernbachii
Combretaceae,Terminalia longispicata
Combretaceae,Terminalia microcarpa
Combretaceae,Terminalia molii
Combretaceae,Terminalia mollis
Combretaceae,Terminalia myriocarpa
Combretaceae,Terminalia nitens
Combretaceae,Terminalia paniculata
Combretaceae,Terminalia pellucida
Combretaceae,Terminalia phanerophlebia
Combretaceae,Terminalia phellocarpa
Combretaceae,Terminalia prunioides
Combretaceae,Terminalia randii
Combretaceae,Terminalia sericea
Combretaceae,Terminalia slooteniana
Combretaceae,Terminalia soembawana
Combretaceae,Terminalia sogerensis
Combretaceae,Terminalia solomonensis
Combretaceae,Terminalia stenostachya
Combretaceae,Terminalia stuhlmannii
Combretaceae,Terminalia subserocea
Combretaceae,Terminalia supitiana
Combretaceae,Terminalia surigaensis
Combretaceae,Terminalia trichopoda
Convolvulaceae,Argyreia mollis
Convolvulaceae,Argyreia nervosa
Convolvulaceae,Argyreia obtusifolia
Convolvulaceae,Argyreia ridleyi
Convolvulaceae,Cuscuta applanata
Convolvulaceae,Cuscuta boldinghii
Convolvulaceae,Cuscuta japonica
Convolvulaceae,Cuscuta reflexa
Convolvulaceae,Ipomoea aculeatum
Convolvulaceae,Ipomoea alba
Convolvulaceae,Ipomoea amnicola
Convolvulaceae,Ipomoea anisomeres
Convolvulaceae,Ipomoea aquatica
Convolvulaceae,Ipomoea arborescens
Convolvulaceae,Ipomoea asarifolia
Convolvulaceae,Ipomoea batatas
Convolvulaceae,Ipomoea batatoides
Convolvulaceae,Ipomoea biloba
Convolvulaceae,Ipomoea bonariensis
Convolvulaceae,Ipomoea cairica
